00000,0,000,000,0.000
00001,4,032,001,0.000
00002,4,001,032,0.000
00003,4,017,035,0.000
00004,4,084,064,0.000
00005,4,023,067,0.000
00006,4,178,096,0.000
00007,4,178,099,0.000
00008,4,085,128,0.000
00009,4,084,131,0.000
00010,4,202,160,0.000
00011,4,054,192,0.000
00012,4,049,176,0.000
00013,4,001,033,0.000
00014,4,084,065,0.001
00015,4,178,097,0.000
00016,4,085,129,0.000
00017,4,017,036,0.000
00018,4,178,100,0.000
00019,4,084,132,0.000
00020,4,054,193,0.000
00021,4,026,068,0.000
00022,4,202,161,0.000
00023,4,045,177,0.161
00024,4,017,176,0.000
00025,4,001,034,0.000
00026,4,084,066,0.000
00027,4,178,098,0.000
00028,4,085,130,0.000
00029,4,017,037,0.000
00030,4,178,101,0.000
00031,4,084,133,0.000
00032,4,054,194,0.000
00033,4,023,069,0.000
00034,4,176,162,0.000
00035,4,049,178,0.001
00036,4,013,177,0.000
00037,4,001,040,0.000
00038,4,084,072,0.000
00039,4,178,104,0.000
00040,4,085,136,0.000
00041,4,017,043,0.000
00042,4,178,107,0.000
00043,4,084,139,0.000
00044,4,054,195,0.000
00045,4,026,075,0.000
00046,4,176,163,0.000
00047,4,045,179,0.323
00048,4,017,178,0.000
00049,4,001,041,0.000
00050,4,084,073,0.000
00051,4,178,105,0.000
00052,4,085,137,0.000
00053,4,017,044,0.000
00054,4,178,108,0.000
00055,4,084,140,0.001
00056,4,054,196,0.000
00057,4,023,076,0.000
00058,4,152,164,0.000
00059,4,049,180,0.000
00060,4,013,179,0.000
00061,4,001,042,0.000
00062,4,084,074,0.000
00063,4,178,106,0.000
00064,4,085,138,0.000
00065,4,017,045,0.000
00066,4,178,109,0.000
00067,4,084,141,0.000
00068,4,054,197,0.000
00069,4,026,077,0.000
00070,4,152,165,0.000
00071,4,045,181,0.814
00072,4,017,180,0.000
00073,4,001,048,0.000
00074,4,084,080,0.000
00075,4,178,112,0.001
00076,4,085,144,0.000
00077,4,017,051,0.000
00078,4,178,115,0.000
00079,4,084,147,0.000
00080,4,054,198,0.000
00081,4,023,083,0.000
00082,4,202,166,0.000
00083,4,049,182,0.000
00084,4,013,181,0.000
00085,4,001,049,0.000
00086,4,084,081,0.000
00087,4,178,113,0.000
00088,4,085,145,0.000
00089,4,017,052,0.000
00090,4,178,116,0.000
00091,4,084,148,0.001
00092,4,054,199,0.000
00093,4,026,084,0.000
00094,4,202,167,0.000
00095,4,045,183,0.160
00096,4,017,182,0.000
00097,4,001,050,0.000
00098,4,084,082,0.002
00099,4,178,114,0.000
00100,4,085,146,0.000
00101,4,017,053,0.000
00102,4,178,117,0.000
00103,4,084,149,0.000
00104,4,054,200,0.000
00105,4,023,085,0.000
00106,4,152,168,0.000
00107,4,049,184,0.000
00108,4,013,183,0.000
00109,4,063,068,0.000
00110,4,026,068,0.000
00111,4,152,161,0.000
00112,4,045,177,0.327
00113,4,017,184,0.001
00114,4,063,067,0.000
00115,4,023,067,0.000
00116,4,129,160,0.000
00117,4,049,176,0.000
00118,4,013,177,0.000
00119,4,063,075,0.000
00120,4,026,075,0.000
00121,4,129,163,0.000
00122,4,045,179,0.811
00123,4,017,176,0.000
00124,4,063,069,0.000
00125,4,023,069,0.000
00126,4,202,162,0.000
00127,4,049,178,0.000
00128,4,013,179,0.000
00129,4,063,077,0.000
00130,4,026,077,0.000
00131,4,202,165,0.000
00132,4,045,181,0.167
00133,4,017,178,0.000
00134,4,063,076,0.000
00135,4,023,076,0.000
00136,4,229,164,0.000
00137,4,049,180,0.000
00138,4,013,181,0.000
00139,4,063,084,0.000
00140,4,026,084,0.000
00141,4,229,167,0.000
00142,4,045,183,0.162
00143,4,017,180,0.000
00144,4,063,083,0.000
00145,4,023,083,0.000
00146,4,002,166,0.000
00147,4,050,182,0.000
00148,4,013,183,0.000
00149,4,063,085,0.001
00150,4,026,085,0.000
00151,4,002,168,0.000
00152,4,046,184,0.161
00153,4,018,182,0.000
00154,4,063,068,0.001
00155,4,023,068,0.000
00156,4,032,161,0.000
00157,4,050,177,0.000
00158,4,014,184,0.000
00159,4,063,075,0.000
00160,4,026,075,0.000
00161,4,032,163,0.000
00162,4,046,179,0.323
00163,4,018,177,0.000
00164,4,063,067,0.000
00165,4,023,067,0.000
00166,4,065,160,0.000
00167,4,050,176,0.000
00168,4,014,179,0.000
00169,4,063,077,0.001
00170,4,026,077,0.000
00171,4,065,165,0.000
00172,4,046,181,0.166
00173,4,018,176,0.000
00174,4,063,069,0.000
00175,4,023,069,0.000
00176,4,099,162,0.000
00177,4,050,178,0.000
00178,4,014,181,0.000
00179,4,063,084,0.001
00180,4,026,084,0.000
00181,4,099,167,0.000
00182,4,046,183,0.161
00183,4,018,178,0.000
00184,4,063,076,0.000
00185,4,023,076,0.000
00186,4,135,164,0.000
00187,4,050,180,0.001
00188,4,014,183,0.000
00189,4,063,085,0.000
00190,4,026,085,0.000
00191,4,135,168,0.000
00192,4,046,184,0.161
00193,4,018,180,0.000
00194,4,063,083,0.000
00195,4,023,083,0.000
00196,4,087,166,0.001
00197,4,053,182,0.000
00198,4,014,184,0.000
00199,4,063,075,0.000
00200,4,026,075,0.000
00201,4,087,163,0.000
00202,4,049,179,0.324
00203,4,021,182,0.001
00204,4,017,179,0.328
00205,4,063,068,0.000
00206,4,023,068,0.000
00207,4,202,161,0.000
00208,4,049,177,0.000
00209,4,063,077,0.000
00210,4,023,077,0.000
00211,4,050,181,0.000
00212,4,063,067,0.001
00213,4,023,067,0.000
00214,4,087,160,0.000
00215,4,053,176,0.000
00216,4,063,084,0.000
00217,4,023,084,0.000
00218,4,202,167,0.000
00219,4,053,183,0.000
00220,4,063,069,0.002
00221,4,026,069,0.000
00222,4,202,162,0.000
00223,4,041,178,0.000
00224,4,063,085,0.000
00225,4,026,085,0.000
00226,4,202,168,0.000
00227,4,045,184,0.322
00228,4,017,177,0.000
00229,4,018,181,0.000
00230,4,021,176,0.000
00231,4,021,183,0.000
00232,4,009,178,0.000
00233,4,013,184,0.324
00234,4,063,076,0.000
00235,4,023,076,0.000
00236,4,129,164,0.000
00237,4,049,180,0.000
00238,4,063,083,0.000
00239,4,023,083,0.000
00240,4,129,166,0.000
00241,4,049,182,0.000
00242,4,063,075,0.000
00243,4,026,075,0.000
00244,4,099,163,0.000
00245,4,042,179,0.167
00246,4,017,180,0.000
00247,4,063,085,0.000
00248,4,023,085,0.001
00249,4,099,168,0.000
00250,4,050,184,0.161
00251,4,018,184,0.000
00252,4,063,084,0.000
00253,4,023,084,0.000
00254,4,002,167,0.000
00255,4,050,183,0.000
00256,4,063,077,0.001
00257,4,026,077,0.000
00258,4,202,165,0.000
00259,4,045,181,0.000
00260,4,063,069,0.000
00261,4,026,069,0.000
00262,4,099,162,0.000
00263,4,046,178,0.161
00264,4,018,183,0.000
00265,4,063,068,0.000
00266,4,023,068,0.000
00267,4,049,177,0.162
00268,4,017,177,0.000
00269,4,063,067,0.000
00270,4,023,067,0.000
00271,4,152,160,0.000
00272,4,049,176,0.000
00273,4,017,182,0.000
00274,4,063,083,0.000
00275,4,023,083,0.001
00276,4,152,166,0.000
00277,4,049,182,0.000
00278,4,010,179,0.000
00279,4,063,076,0.000
00280,4,026,076,0.000
00281,4,087,164,0.000
00282,4,045,180,0.000
00283,4,013,181,0.000
00284,4,014,178,0.161
00285,4,017,176,0.000
00286,4,063,075,0.001
00287,4,023,075,0.000
00288,4,087,163,0.000
00289,4,053,179,0.162
00290,4,063,085,0.001
00291,4,026,085,0.000
00292,4,202,168,0.000
00293,4,045,184,0.000
00294,4,063,084,0.001
00295,4,026,084,0.000
00296,4,065,167,0.000
00297,4,046,183,0.164
00298,4,021,179,0.000
00299,4,063,077,0.001
00300,4,023,077,0.000
00301,4,107,165,0.000
00302,4,053,181,0.161
00303,4,021,181,0.000
00304,4,063,069,0.001
00305,4,023,069,0.000
00306,4,129,162,0.000
00307,4,049,178,0.000
00308,4,017,182,0.000
00309,4,063,068,0.000
00310,4,023,068,0.000
00311,4,129,161,0.000
00312,4,053,177,0.000
00313,4,013,180,0.000
00314,4,063,083,0.001
00315,4,026,083,0.000
00316,4,099,166,0.000
00317,4,042,182,0.000
00318,4,013,184,0.000
00319,4,014,183,0.160
00320,4,021,177,0.000
00321,4,063,076,0.001
00322,4,023,076,0.000
00323,4,202,164,0.000
00324,4,049,180,0.163
00325,4,017,180,0.000
00326,4,063,067,0.000
00327,4,023,067,0.000
00328,4,099,160,0.000
00329,4,050,176,0.000
00330,4,010,182,0.000
00331,4,063,075,0.000
00332,4,026,075,0.000
00333,4,202,163,0.000
00334,4,045,179,0.001
00335,4,063,085,0.000
00336,4,026,085,0.000
00337,4,099,168,0.000
00338,4,046,184,0.161
00339,4,018,176,0.000
00340,4,063,084,0.000
00341,4,023,084,0.000
00342,4,129,167,0.000
00343,4,049,183,0.166
00344,4,017,178,0.000
00345,4,063,077,0.000
00346,4,023,077,0.000
00347,4,049,181,0.000
00348,4,017,183,0.000
00349,4,063,083,0.000
00350,4,023,083,0.001
00351,4,002,166,0.000
00352,4,050,182,0.000
00353,4,013,179,0.000
00354,4,063,069,0.000
00355,4,026,069,0.000
00356,4,099,162,0.000
00357,4,042,178,0.000
00358,4,014,184,0.162
00359,4,017,181,0.000
00360,4,063,068,0.000
00361,4,023,068,0.000
00362,4,087,161,0.000
00363,4,049,177,0.000
00364,4,018,182,0.000
00365,4,063,076,0.000
00366,4,023,076,0.000
00367,4,049,180,0.162
00368,4,010,178,0.000
00369,4,063,085,0.000
00370,4,026,085,0.000
00371,4,202,168,0.000
00372,4,045,184,0.000
00373,4,063,075,0.000
00374,4,026,075,0.000
00375,4,099,163,0.000
00376,4,046,179,0.324
00377,4,017,177,0.000
00378,4,063,067,0.000
00379,4,023,067,0.000
00380,4,202,160,0.000
00381,4,049,176,0.000
00382,4,017,180,0.000
00383,4,063,084,0.000
00384,4,023,084,0.000
00385,4,152,167,0.000
00386,4,049,183,0.000
00387,4,013,184,0.000
00388,4,063,083,0.001
00389,4,026,083,0.000
00390,4,065,166,0.000
00391,4,042,182,0.000
00392,4,014,179,0.161
00393,4,017,176,0.000
00394,4,063,077,0.000
00395,4,023,077,0.000
00396,4,202,165,0.000
00397,4,049,181,0.000
00398,4,017,183,0.000
00399,4,063,069,0.001
00400,4,023,069,0.000
00401,4,152,162,0.000
00402,4,049,178,0.166
00403,4,010,182,0.000
00404,4,063,076,0.001
00405,4,026,076,0.000
00406,4,045,180,0.000
00407,4,063,068,0.000
00408,4,026,068,0.000
00409,4,065,161,0.000
00410,4,046,177,0.161
00411,4,017,181,0.000
00412,4,063,085,0.001
00413,4,023,085,0.000
00414,4,152,168,0.000
00415,4,049,184,0.000
00416,4,017,178,0.000
00417,4,063,075,0.000
00418,4,023,075,0.001
00419,4,202,163,0.000
00420,4,049,179,0.160
00421,4,013,180,0.000
00422,4,063,084,0.001
00423,4,026,084,0.000
00424,4,202,167,0.000
00425,4,041,183,0.000
00426,4,014,177,0.161
00427,4,017,184,0.000
00428,4,063,083,0.001
00429,4,023,083,0.000
00430,4,002,166,0.000
00431,4,050,182,0.000
00432,4,017,179,0.161
00433,4,018,182,0.000
00434,4,063,067,0.000
00435,4,023,067,0.002
00436,4,049,176,0.000
00437,4,063,077,0.000
00438,4,023,077,0.000
00439,4,152,165,0.000
00440,4,049,181,0.000
00441,4,009,183,0.000
00442,4,063,069,0.000
00443,4,026,069,0.000
00444,4,202,162,0.001
00445,4,045,178,0.000
00446,4,063,076,0.000
00447,4,026,076,0.000
00448,4,065,164,0.000
00449,4,046,180,0.326
00450,4,017,176,0.000
00451,4,063,068,0.001
00452,4,023,068,0.000
00453,4,129,161,0.000
00454,4,049,177,0.000
00455,4,017,181,0.000
00456,4,063,085,0.000
00457,4,023,085,0.000
00458,4,202,168,0.000
00459,4,049,184,0.000
00460,4,013,178,0.001
00461,4,063,075,0.000
00462,4,026,075,0.000
00463,4,099,163,0.000
00464,4,042,179,0.000
00465,4,014,180,0.160
00466,4,017,177,0.001
00467,4,063,084,0.000
00468,4,023,084,0.000
00469,4,129,167,0.000
00470,4,049,183,0.000
00471,4,017,184,0.000
00472,4,063,083,0.000
00473,4,023,083,0.000
00474,4,202,166,0.000
00475,4,049,182,0.163
00476,4,010,179,0.000
00477,4,063,077,0.000
00478,4,026,077,0.000
00479,4,202,165,0.000
00480,4,045,181,0.000
00481,4,063,076,0.000
00482,4,026,076,0.000
00483,4,099,164,0.000
00484,4,046,180,0.162
00485,4,017,183,0.000
00486,4,063,069,0.000
00487,4,023,069,0.000
00488,4,129,162,0.000
00489,4,049,178,0.000
00490,4,017,182,0.000
00491,4,063,067,0.001
00492,4,023,067,0.000
00493,4,049,176,0.161
00494,4,013,181,0.000
00495,4,063,085,0.000
00496,4,026,085,0.000
00497,4,041,184,0.000
00498,4,014,180,0.167
00499,4,017,178,0.000
00500,4,063,075,0.000
00501,4,023,075,0.000
00502,4,002,163,0.000
00503,4,050,179,0.000
